LICENSENO,Registration_Type,ISSDTTM,NAMEFIRST,NAMELAST,Reporting_Statement
CCL403066,Client Registration,2019-07-15 16:37:47,,Tina Brzezenski,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/1BZW-SWOteEWIsR4oOvoRNIF6C6Wj1zLP/view?usp=sharing"" target=_blank>httpshttps://drive.google.com/a/boston.gov/file/d/1BZW-SWOteEWIsR4oOvoRNIF6C6Wj1zLP/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1BZW-SWOteEWIsR4oOvoRNIF6C6Wj1zLP/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1BZW-SWOteEWIsR4oOvoRNIF6C6Wj1zLP/view?usp=sharing</A></P>
<P>&nbsp;</P>
<P>&nbsp;</P>"
CCL392289,Lobbyist Registration,2019-04-22 15:33:36,,Michael McDevitt,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/1SwsnayZaW0Qwb1m3RmnKXWby7bQi1jt7/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1SwsnayZaW0Qwb1m3RmnKXWby7bQi1jt7/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1GtqoU-EUvTDqI40kh04mum2YNSXlN0c4/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1GtqoU-EUvTDqI40kh04mum2YNSXlN0c4/view?usp=sharing</A></P>
<P>&nbsp;</P>"
CCL396011,Client Registration,2019-05-22 11:00:47,Greenway ,Rose Kennedy Greenway Conservancy ,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/1zW9YLUh8r-Hq5sRgnvsVltc7pZR0LIFw/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1zW9YLUh8r-Hq5sRgnvsVltc7pZR0LIFw/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/13Q8N9DZMNDYCiiFHXELrKmxZRcGJMagJ/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/13Q8N9DZMNDYCiiFHXELrKmxZRcGJMagJ/view?usp=sharing</A></P>
<P>&nbsp;</P>"
CCL411960,Lobbyist Registration,2019-10-09 14:40:03,,Bhavya Maheshwari,"<A href=""https://drive.google.com/a/boston.gov/file/d/1FooE4UGfNGszRgEMTDDNHBNEZTrzjAsZ/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1FooE4UGfNGszRgEMTDDNHBNEZTrzjAsZ/view?usp=sharing</A>"
CCL391878,Lobbyist Registration,2019-04-16 16:48:04,Alexandra,Esielonis,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/1VqzKsACQRKcg3c0TDsvaH8LYnUUZ3x2i/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1VqzKsACQRKcg3c0TDsvaH8LYnUUZ3x2i/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1S9bBKUrAlzFLxmxz4VOxstmmF2VOYU1s/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1S9bBKUrAlzFLxmxz4VOxstmmF2VOYU1s/view?usp=sharing</A></P>"
CCL393517,Lobbyist Registration,2019-05-03 12:13:29,,Maryanne Bray,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/1mbrnduUXAzBUCOflrWZYBJPfszA9YYT3/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1mbrnduUXAzBUCOflrWZYBJPfszA9YYT3/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1PLYs1UK4YNIMnrZ284Ps-AHM3B_SIziv/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1PLYs1UK4YNIMnrZ284Ps-AHM3B_SIziv/view?usp=sharing</A></P>"
CCL413901,Lobbyist Registration,2019-10-24 13:35:39,,Irene Mavroyannis,
CCL397039,Entity Registration,2019-06-05 12:26:42,,"McDermott Ventures, LLC","<A href=""https://drive.google.com/a/boston.gov/file/d/16bS4JBCt8pxuEFPUe7RpjDuCEUAwwuEz/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/16bS4JBCt8pxuEFPUe7RpjDuCEUAwwuEz/view?usp=sharing</A>"
CCL403684,Entity Registration,2019-07-19 13:40:51,,Retailers Association of Massachusetts,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/1Hh375PztgDjgnMHMqSbzB4lKpGvtstUX/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1Hh375PztgDjgnMHMqSbzB4lKpGvtstUX/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1emJU8q7yS-L_w4EifHWuZgbY802r8vWu/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1emJU8q7yS-L_w4EifHWuZgbY802r8vWu/view?usp=sharing</A></P>"
CCL392585,Client Registration,2019-04-24 14:55:03,,Microsoft Corporation,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/1iBX194ekl0pEa_DOMxYoktPs6uGaX_BX/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1iBX194ekl0pEa_DOMxYoktPs6uGaX_BX/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1TrHXAolVfNP0GkadjzoNNvirmbgZC8ZR/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1TrHXAolVfNP0GkadjzoNNvirmbgZC8ZR/view?usp=sharing</A></P>"
CCL392795,Client Registration,2019-04-25 16:01:01,,Sonder,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/1iS8BZO6PuVTsMZvjF_33rpDvl6oJo-C2/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1iS8BZO6PuVTsMZvjF_33rpDvl6oJo-C2/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1s_SatlWOu8dEqlQcwnVW6kj0ZpjMKXgg/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1s_SatlWOu8dEqlQcwnVW6kj0ZpjMKXgg/view?usp=sharing</A></P>"
CCL396507,Entity Registration,2019-05-29 13:09:35,,Charles Stefanini Consulting LLC,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/1Eun-Tl5wfAFNBaUg93rN-0LQpEH8wqXv/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1Eun-Tl5wfAFNBaUg93rN-0LQpEH8wqXv/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1WqbJIeMUBEZNaTVqUuLbyVQ5a7d8if7E/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1WqbJIeMUBEZNaTVqUuLbyVQ5a7d8if7E/view?usp=sharing</A></P>"
CCL392979,Client Registration,2019-04-29 16:49:22,,Spin,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/1CnkC8TMSBKMnox_C3MbdmMUil8AS4xv5/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1CnkC8TMSBKMnox_C3MbdmMUil8AS4xv5/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1hl1SIZnqLbDUxDsdweuiZojJfmkZJw2J/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1hl1SIZnqLbDUxDsdweuiZojJfmkZJw2J/view?usp=sharing</A></P>"
CCL393528,Lobbyist Registration,2019-05-03 12:58:37,,Michael Goldman,"<A href=""https://drive.google.com/a/boston.gov/file/d/1IHIdHv5pdRU9bIacEwzT6-aKDombdX8d/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1IHIdHv5pdRU9bIacEwzT6-aKDombdX8d/view?usp=sharing</A>"
CCL403016,Lobbyist Registration,2019-07-15 13:26:07,Josh,Gold,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/1JhtJiEBDV-FyA-52Eu_t3eeF4gm3-MRe/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1JhtJiEBDV-FyA-52Eu_t3eeF4gm3-MRe/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1YiTVoAOAh6DaYkvmyGYcwYsYQlNv4xQw/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1YiTVoAOAh6DaYkvmyGYcwYsYQlNv4xQw/view?usp=sharing</A></P>"
CCL396934,Client Registration,2019-06-04 13:59:01,,Michael OBrien,"<P><FONT color=#00ffff><A href=""https://drive.google.com/a/boston.gov/file/d/1TmAw9Tzn7XkVLHw0z4l3eLwXswBYdeiZ/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1TmAw9Tzn7XkVLHw0z4l3eLwXswBYdeiZ/view?usp=sharing</A></FONT></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1wQBMWSNv9rSHLjj_bgdH1zqcNZmf2cCT/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1wQBMWSNv9rSHLjj_bgdH1zqcNZmf2cCT/view?usp=sharing</A></P>"
CCL403534,Lobbyist Registration,2019-07-17 15:54:10,Douglas,Manz,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/1r2MhbU0EeMC7JIUwlAKyPwYXxIbPSkQJ/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1r2MhbU0EeMC7JIUwlAKyPwYXxIbPSkQJ/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1k2k0x9yIYc9hCLioqeyv_N8AkcgvLYu0/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1k2k0x9yIYc9hCLioqeyv_N8AkcgvLYu0/view?usp=sharing</A></P>"
CCL411271,Client Registration,2019-10-02 07:50:01,,Happy Valley,
CCL396555,Lobbyist Registration,2019-05-30 08:53:06,Cliff,Rotenberg,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/1HWq0hiKZE-8P3EXu1SP3DoZGqYBBJjM3/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1HWq0hiKZE-8P3EXu1SP3DoZGqYBBJjM3/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1-mg0nJyjXk7XK8Xvzur9AOg_flXPUsyT/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1-mg0nJyjXk7XK8Xvzur9AOg_flXPUsyT/view?usp=sharing</A></P>"
CCL392710,Client Registration,2019-04-25 11:11:11,,SAS Institute Inc.,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/1XA4QOyHZTvTigXz97ld9L0yJ37eEOJIY/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1XA4QOyHZTvTigXz97ld9L0yJ37eEOJIY/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1XA_QlqaMMOYh3rN-PA6V_QjHIhR826Cp/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1XA_QlqaMMOYh3rN-PA6V_QjHIhR826Cp/view?usp=sharing</A></P>"
CCL391829,Client Registration,2019-04-16 12:09:20,,Sanofi US,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/1MUFk7hpJPG3RNwDb9dA3QqZMh-IMcaVK/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1MUFk7hpJPG3RNwDb9dA3QqZMh-IMcaVK/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1JManYebs6X_-eLlH0BaJeT5A-0MJdbOr/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1JManYebs6X_-eLlH0BaJeT5A-0MJdbOr/view?usp=sharing</A></P>"
CCL391825,Entity Registration,2019-04-16 11:49:59,New Boston Strategies,New Boston Strategies,"<A href=""https://drive.google.com/a/boston.gov/file/d/1ihkWA-Wu_8owXKqc9h71DLCtj4_3mBxs/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1ihkWA-Wu_8owXKqc9h71DLCtj4_3mBxs/view?usp=sharing</A>"
CCL393480,Lobbyist Registration,2019-05-02 17:11:41,,"Neutron Holdings, Inc.","<P><A href=""https://drive.google.com/a/boston.gov/file/d/1Q-s90FVh2WMrBUXXF6lqRWD0CuHX_iat/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1Q-s90FVh2WMrBUXXF6lqRWD0CuHX_iat/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/12djzJkzNJaNxAvHo9wdWrVC7IuAysLKI/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/12djzJkzNJaNxAvHo9wdWrVC7IuAysLKI/view?usp=sharing</A></P>"
CCL393758,Lobbyist Registration,2019-05-08 10:02:53,Kenneth,Ryan,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/1r4YOv8ZzUquxeIxdc4wfCionwyqPB4KQ/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1r4YOv8ZzUquxeIxdc4wfCionwyqPB4KQ/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1fOTm_TQMC0k43os5PN6DA11wiAwVkd8y/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1fOTm_TQMC0k43os5PN6DA11wiAwVkd8y/view?usp=sharing</A></P>"
CCL410782,Lobbyist Registration,2019-09-25 09:54:43,,Matthew LeBretton,"<A href=""https://drive.google.com/a/boston.gov/file/d/1haD16BfFAyJ9m_atDRJLcN88IOKS0n4X/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1haD16BfFAyJ9m_atDRJLcN88IOKS0n4X/view?usp=sharing</A>"
CCL403698,Client Registration,2019-07-19 14:38:43,,Sanctuary Medicinals,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/19mfPq6np-mBThqfK9_lmQCUqGrj3W6pr/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/19mfPq6np-mBThqfK9_lmQCUqGrj3W6pr/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/137XjKQQVd-dbPD5HSS6evrXUIqCLHFxW/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/137XjKQQVd-dbPD5HSS6evrXUIqCLHFxW/view?usp=sharing</A></P>
<P>&nbsp;</P>"
CCL392611,Client Registration,2019-04-24 17:37:20,,"Airbnb, Inc.","<P><A href=""https://drive.google.com/a/boston.gov/file/d/1rKg504JTOzfUpLWFM2bY6fnS3Tvl0Gj0/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1rKg504JTOzfUpLWFM2bY6fnS3Tvl0Gj0/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1LfcAs6qbA83JFrqPZCQ2XLc0_DgRz3KG/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1LfcAs6qbA83JFrqPZCQ2XLc0_DgRz3KG/view?usp=sharing</A></P>"
CCL392606,Client Registration,2019-04-24 16:15:23,,New Brighton Landing LLC,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/1ZvfZfmqqtkxlvLPN0oNjLml6NpsBkB1j/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1ZvfZfmqqtkxlvLPN0oNjLml6NpsBkB1j/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1TfN9wle1fxf37RERtXoNA01URsZnd66k/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1TfN9wle1fxf37RERtXoNA01URsZnd66k/view?usp=sharing</A></P>
<P>&nbsp;</P>"
CCL395442,Lobbyist Registration,2019-05-15 11:29:37,,Marie St. Fleur,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/11LKjY7FE7ukiwjTdHrH5bIQ3YHj7Uf9S/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/11LKjY7FE7ukiwjTdHrH5bIQ3YHj7Uf9S/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/11LKjY7FE7ukiwjTdHrH5bIQ3YHj7Uf9S/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/11LKjY7FE7ukiwjTdHrH5bIQ3YHj7Uf9S/view?usp=sharing</A></P>"
CCL392511,Lobbyist Registration,2019-04-24 09:53:39,Timothy,Kelly,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/11vM2gwUjDEHj-1SnSjHGSeHEi7SGDz04/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/11vM2gwUjDEHj-1SnSjHGSeHEi7SGDz04/view?usp=sharing</A></P>
<P>&nbsp;</P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1jmPYTC9aZCJLWIrLGHdw5Y9mwFQD_a9J/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1jmPYTC9aZCJLWIrLGHdw5Y9mwFQD_a9J/view?usp=sharing</A></P>"
CCL393652,Lobbyist Registration,2019-05-06 18:08:10,Michael,Heck,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/1xKjVZ2tx5kbZUub9OrnlpGIFfMhEhi5l/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1xKjVZ2tx5kbZUub9OrnlpGIFfMhEhi5l/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1ZeIaJnkX8w9oBA_8FndEX66U3ZAWwx9U/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1ZeIaJnkX8w9oBA_8FndEX66U3ZAWwx9U/view?usp=sharing</A></P>"
CCL403020,Client Registration,2019-07-15 13:33:53,,"Uber Technologies, Inc.","<P><A href=""https://drive.google.com/a/boston.gov/file/d/1G-mRam1eoFUy6o3xErIx5Lre0Iyxm_WL/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1G-mRam1eoFUy6o3xErIx5Lre0Iyxm_WL/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1-yyo_14rRw96yZISJOM7XT1dtpNlJYLT/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1-yyo_14rRw96yZISJOM7XT1dtpNlJYLT/view?usp=sharing</A></P>"
CCL393145,Entity Registration,2019-04-29 15:43:11,,Charles Group Consulting,"<A href=""https://drive.google.com/a/boston.gov/file/d/1pLWsssdloQPzSEwZdcLNQbZRtt_Bx7wr/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1pLWsssdloQPzSEwZdcLNQbZRtt_Bx7wr/view?usp=sharing</A>"
CCL392976,Lobbyist Registration,2019-04-26 17:29:03,Tamara,Small,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/1IZS5JTdEQAFZycQUvhIcJycJxuz4GeGA/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1IZS5JTdEQAFZycQUvhIcJycJxuz4GeGA/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1_FJMpm5fOZW9MEIWrZoZ-ed9gpkFe1yU/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1_FJMpm5fOZW9MEIWrZoZ-ed9gpkFe1yU/view?usp=sharing</A></P>"
CCL392928,Lobbyist Registration,2019-10-03 10:06:01,,Charise Jacobs,
CCL392970,Entity Registration,2019-04-26 15:52:34,,GS Public Strategies,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/1FvEj48R8eUm9cE2iIfkDfW_Eo7gTjFi_/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1FvEj48R8eUm9cE2iIfkDfW_Eo7gTjFi_/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1j_mA8Cjm25yvCeuV7EdRWkP3l6QKWKaW/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1j_mA8Cjm25yvCeuV7EdRWkP3l6QKWKaW/view?usp=sharing</A></P>"
CCL403446,Client Registration,2019-07-16 16:27:15,"Elevate ARC, LLC","Elevate ARC, LLC","<A href=""https://drive.google.com/a/boston.gov/file/d/1MEQspbGwh5Tdea8AhtMiZ074w2NwXzpl/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1MEQspbGwh5Tdea8AhtMiZ074w2NwXzpl/view?usp=sharing</A>"
CCL411556,Lobbyist Registration,2019-10-04 18:23:15,,Nicole Venezia,"<A href=""https://drive.google.com/a/boston.gov/file/d/1tJfWrr1r3yNNV9zBRf9lc7iFhqEqk7R4/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1tJfWrr1r3yNNV9zBRf9lc7iFhqEqk7R4/view?usp=sharing</A>"
CCL392567,Client Registration,2019-04-24 13:52:25,,International Council of Shopping Centers,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/1O9PlhLinN-2hkb2GvZ1NfIhgD85vtduL/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1O9PlhLinN-2hkb2GvZ1NfIhgD85vtduL/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/13R1GZy7tbOAI38BUaRe-pmWtkYjORYOe/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/13R1GZy7tbOAI38BUaRe-pmWtkYjORYOe/view?usp=sharing</A></P>
<P>&nbsp;</P>"
CCL393149,Lobbyist Registration,2019-04-29 16:08:23,Kate ,Saville Worrall,"<A href=""https://drive.google.com/a/boston.gov/file/d/1lh3pPPUT5ViDDu6zukFFleYNwpU6uq7z/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1lh3pPPUT5ViDDu6zukFFleYNwpU6uq7z/view?usp=sharing</A>"
CCL398612,Client Registration,2019-06-25 16:19:06,,"Airbnb, Inc.","<P><A href=""https://drive.google.com/a/boston.gov/file/d/1yrXOy3QSFRcF0tID4c-KQoqUYbefejlv/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1yrXOy3QSFRcF0tID4c-KQoqUYbefejlv/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1122k1XbxKhNQUUxwdRquVKlHiFKrA09H/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1122k1XbxKhNQUUxwdRquVKlHiFKrA09H/view?usp=sharing</A></P>
<P>&nbsp;</P>"
CCL393651,Lobbyist Registration,2019-05-06 18:03:07,Scott,Krattenmaker,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/1c3zL3llRxp_hxs-C1GRbvk9JWATr5F6N/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1c3zL3llRxp_hxs-C1GRbvk9JWATr5F6N/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1Hed2bVaHEAyD8V9fAeTfoypz9T8sWMkA/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1Hed2bVaHEAyD8V9fAeTfoypz9T8sWMkA/view?usp=sharing</A></P>"
CCL392790,Client Registration,2019-04-25 15:35:23,,St. Mary's Canter for Women and Children ,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/1e0QGizwiYI3zKOmyJZQQa9yYVxSXUQ7D/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1e0QGizwiYI3zKOmyJZQQa9yYVxSXUQ7D/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1s9eO-5Y2e0R4Q1rm_CsdSsG_R02_IoKJ/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1s9eO-5Y2e0R4Q1rm_CsdSsG_R02_IoKJ/view?usp=sharing</A></P>"
CCL401097,Lobbyist Registration,2019-07-01 08:53:26,Cynthia,Mead,"<A href=""https://drive.google.com/a/boston.gov/file/d/1kFEUmhh02WxZcoDbFpTuW3UyLxEGuXui/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1kFEUmhh02WxZcoDbFpTuW3UyLxEGuXui/view?usp=sharing</A>"
CCL395524,Client Registration,2019-05-15 15:23:44,,"ChargePoint, Inc.","<P><A href=""https://drive.google.com/a/boston.gov/file/d/10YxRKD4HKe6DnYcuK7SUY7QV0Y4nPcy6/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/10YxRKD4HKe6DnYcuK7SUY7QV0Y4nPcy6/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1MyGwxatiBRfncFjvNvlWU7LQB3yI2e73/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1MyGwxatiBRfncFjvNvlWU7LQB3yI2e73/view?usp=sharing</A></P>"
CCL395634,,2019-05-16 15:55:10,Dennis,Kearney,"<A href=""https://drive.google.com/a/boston.gov/file/d/1rs-5XPa5Y9klD7P44nfIRkLoctdxq5J4/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1rs-5XPa5Y9klD7P44nfIRkLoctdxq5J4/view?usp=sharing</A>"
CCL404177,Client Registration,2019-07-25 13:10:29,,Everytown for Gun Safety Action Fund,"<A href=""https://drive.google.com/a/boston.gov/file/d/10zWcgYZefsZ2Zk1bsmq_3mOdR99DUbQ6/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/10zWcgYZefsZ2Zk1bsmq_3mOdR99DUbQ6/view?usp=sharing</A>"
CCL393540,Lobbyist Registration,2019-05-03 14:36:47,Carolyn,Ryan,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/1EI_TcBap1Q7G8h2z1w6c2SE6oYvzRPjS/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1EI_TcBap1Q7G8h2z1w6c2SE6oYvzRPjS/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1ElnYE181EPiJHLDPfEKRhzdz4W671-Dc/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1ElnYE181EPiJHLDPfEKRhzdz4W671-Dc/view?usp=sharing</A></P>"
CCL398775,Entity Registration,2019-06-14 15:03:36,,Beacon Communities,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/1pwKsqZZWhBycUP1NPhPucMqRjm5hn60u/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1pwKsqZZWhBycUP1NPhPucMqRjm5hn60u/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1XqjVyOe881JV80ccOQ_OTZQDJBHuMZfK/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1XqjVyOe881JV80ccOQ_OTZQDJBHuMZfK/view?usp=sharing</A></P>"
CCL392561,Lobbyist Registration,2019-04-24 12:54:33,,mark delaney,"<A href=""https://drive.google.com/a/boston.gov/file/d/13nsicEobm9VMomfbFRJ7kUfzj3JxFoNG/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/13nsicEobm9VMomfbFRJ7kUfzj3JxFoNG/view?usp=sharing</A>"
